svm: c = 0.25,nb,svm: c = 0.75,svm: c = 0.50,svm: c = 1.0
0.077102803738317752,0.10514018691588785,0.079439252336448593,0.077102803738317752,0.079439252336448593
0.07476635514018691,0.10280373831775701,0.072429906542056069,0.072429906542056069,0.072429906542056069
0.067757009345794386,0.12616822429906541,0.070093457943925228,0.07476635514018691,0.072429906542056069
0.086448598130841117,0.1542056074766355,0.088785046728971959,0.086448598130841117,0.088785046728971959
0.10747663551401869,0.13551401869158877,0.10514018691588785,0.10514018691588785,0.10514018691588785
0.063084112149532703,0.12383177570093458,0.063084112149532703,0.063084112149532703,0.063084112149532703
0.072429906542056069,0.12383177570093458,0.072429906542056069,0.067757009345794386,0.072429906542056069
0.065420560747663545,0.1191588785046729,0.065420560747663545,0.065420560747663545,0.067757009345794386
0.077102803738317752,0.15186915887850466,0.077102803738317752,0.07476635514018691,0.077102803738317752
0.060747663551401869,0.10514018691588785,0.060747663551401869,0.060747663551401869,0.060747663551401869
