svm: c = 0.25,nb,svm: c = 0.75,svm: c = 0.50,svm: c = 1.0
0.074095682613768962,0.12222870478413068,0.073512252042006995,0.073512252042006995,0.073512252042006995
0.068553092182030345,0.12514585764294048,0.068553092182030345,0.068553092182030345,0.068553092182030345
0.064177362893815634,0.11435239206534423,0.063885647607934651,0.064177362893815634,0.064177362893815634
0.071761960326721122,0.11872812135355892,0.071470245040840139,0.071470245040840139,0.072053675612602106
0.073512252042006995,0.13593932322053676,0.074095682613768962,0.074095682613768962,0.074095682613768962
0.067677946324387395,0.12747957992998832,0.068553092182030345,0.067969661610268378,0.067969661610268378
0.070595099183197202,0.11435239206534423,0.070011668611435235,0.070011668611435235,0.070011668611435235
0.071178529754959155,0.10647607934655776,0.071470245040840139,0.071178529754959155,0.071470245040840139
0.075845974329054849,0.12106184364060676,0.075845974329054849,0.075845974329054849,0.075845974329054849
0.066219369894982491,0.11960326721120186,0.066219369894982491,0.065927654609101521,0.065927654609101521
