svm: c = 0.25,nb,svm: c = 0.75,svm: c = 0.50,svm: c = 1.0
0.079831932773109238,0.12464985994397759,0.079831932773109238,0.079831932773109238,0.079365079365079361
0.063958916900093365,0.12278244631185807,0.064892623716153133,0.064892623716153133,0.064892623716153133
0.068160597572362272,0.11951447245564893,0.067226890756302518,0.067693744164332395,0.067693744164332395
0.072362278244631192,0.12698412698412698,0.073295985060690946,0.072362278244631192,0.073295985060690946
0.060224089635854343,0.10644257703081232,0.061624649859943981,0.061624649859943981,0.061624649859943981
0.072829131652661069,0.11998132586367881,0.071895424836601302,0.072362278244631192,0.072829131652661069
0.072829131652661069,0.13071895424836602,0.073295985060690946,0.072829131652661069,0.073295985060690946
0.076097105508870208,0.13445378151260504,0.075630252100840331,0.075630252100840331,0.075630252100840331
0.072829131652661069,0.13071895424836602,0.070961718020541548,0.070961718020541548,0.070961718020541548
0.063025210084033612,0.11671335200746966,0.064425770308123242,0.063492063492063489,0.064425770308123242
