GS svm: c = 0.5,Naive Classifier Test,GS Naive Bayes,GS Naive Bayes Test,GS svm: c = 0.5 Test,Naive Classifier
0.080666666666666664,0.1161895429411353,0.079666666666666663,0.084832365087142161,0.080142787149156569,0.12033333333333333
0.084000000000000005,0.1161895429411353,0.25233333333333335,0.24882760551550359,0.0747532722055015,0.123
0.07566666666666666,0.1161895429411353,0.09633333333333334,0.098341149296563304,0.074823265906068456,0.11166666666666666
0.08666666666666667,0.1161895429411353,0.096666666666666665,0.085602295793378594,0.075383215510604049,0.124
0.082666666666666666,0.1161895429411353,0.13333333333333333,0.11926926576608106,0.074823265906068456,0.11666666666666667
0.077333333333333337,0.1161895429411353,0.08533333333333333,0.082382585567298938,0.076153146216840481,0.12033333333333333
0.08666666666666667,0.1161895429411353,0.087333333333333332,0.088122069013788759,0.076993070623643869,0.11433333333333333
0.084666666666666668,0.1161895429411353,0.092999999999999999,0.092041716245537905,0.077972982431581156,0.11966666666666667
0.075333333333333335,0.1161895429411353,0.083333333333333329,0.084062434380905715,0.076293133617974379,0.11733333333333333
0.079333333333333339,0.1161895429411353,0.094333333333333338,0.089171974522292988,0.073913347798698112,0.12266666666666666
