svm: c = 0.25,nb,svm: c = 0.75,svm: c = 0.50,svm: c = 1.0
0.076234928043562813,0.12329832749902761,0.076234928043562813,0.075457020614546871,0.075845974329054849
0.064955270322831576,0.12407623492804357,0.064955270322831576,0.064566316608323612,0.064955270322831576
0.073901205756514973,0.12446518864255153,0.073512252042006995,0.073901205756514973,0.073901205756514973
0.060676779463243874,0.11201866977829639,0.059898872034227925,0.059898872034227925,0.059898872034227925
0.071178529754959155,0.11668611435239207,0.071178529754959155,0.071178529754959155,0.070789576040451191
0.076623881758070791,0.1369117075068067,0.076234928043562813,0.076234928043562813,0.076234928043562813
0.068844807467911315,0.13029949436017113,0.068844807467911315,0.068844807467911315,0.069233761182419293
0.068455853753403351,0.12407623492804357,0.068066900038895373,0.068455853753403351,0.068066900038895373
0.064955270322831576,0.11513029949436017,0.065344224037339554,0.064955270322831576,0.065344224037339554
0.075457020614546871,0.11124076234928043,0.075068066900038893,0.075457020614546871,0.074679113185530915
