svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.06459143968871596,0.1161895429411353,0.067683908448239655,0.067683908448239655,0.1198443579766537,0.06459143968871596,0.063813229571984431,0.067683908448239655,0.06459143968871596,0.1245136186770428,0.067683908448239655,0.11674949254567089
0.06459143968871596,0.1161895429411353,0.068453839154476101,0.068453839154476101,0.12684824902723735,0.06459143968871596,0.065369649805447474,0.068453839154476101,0.065369649805447474,0.10583657587548638,0.068453839154476101,0.11744942955134038
0.068482490272373547,0.1161895429411353,0.068313851753342203,0.068313851753342203,0.1198443579766537,0.069260700389105062,0.068482490272373547,0.068313851753342203,0.068482490272373547,0.12295719844357976,0.068313851753342203,0.11667949884510394
0.067704280155642019,0.1161895429411353,0.067193952544271018,0.067193952544271018,0.12217898832684825,0.067704280155642019,0.066147859922178989,0.067193952544271018,0.067704280155642019,0.13929961089494164,0.067193952544271018,0.11730944215020649
0.07315175097276265,0.1161895429411353,0.068033876951074407,0.068033876951074407,0.12918287937743192,0.073929961089494164,0.07315175097276265,0.068033876951074407,0.073929961089494164,0.11828793774319066,0.068033876951074407,0.11723944844963953
0.070817120622568092,0.1161895429411353,0.067753902148806611,0.067753902148806611,0.1198443579766537,0.070817120622568092,0.070817120622568092,0.067753902148806611,0.070817120622568092,0.12217898832684825,0.067753902148806611,0.11674949254567089
0.06459143968871596,0.1161895429411353,0.068663820256176941,0.068663820256176941,0.1245136186770428,0.06459143968871596,0.063813229571984431,0.068663820256176941,0.06459143968871596,0.10661478599221789,0.068663820256176941,0.1161895429411353
0.06147859922178988,0.1161895429411353,0.068523832855043043,0.068523832855043043,0.10739299610894941,0.063035019455252916,0.063035019455252916,0.068523832855043043,0.063813229571984431,0.11050583657587548,0.068523832855043043,0.11835934765871071
0.075486381322957194,0.1161895429411353,0.067963883250507451,0.067963883250507451,0.13618677042801555,0.076264591439688723,0.075486381322957194,0.067963883250507451,0.076264591439688723,0.12607003891050583,0.067963883250507451,0.11730944215020649
0.071595330739299606,0.1161895429411353,0.067963883250507451,0.067963883250507451,0.11906614785992217,0.071595330739299606,0.071595330739299606,0.067963883250507451,0.072373540856031135,0.10739299610894941,0.067963883250507451,0.11709946104850563
