GS svm: c = 0.5,Naive Classifier Test,GS Naive Bayes,GS Naive Bayes Test,GS svm: c = 0.5 Test,Naive Classifier
0.075612602100350063,0.1161895429411353,0.094982497082847145,0.094001539861412478,0.074123328900398966,0.11971995332555425
0.080746791131855303,0.1161895429411353,0.12368728121353559,0.12080912717855392,0.072513473787359131,0.11691948658109685
0.08098016336056009,0.1161895429411353,0.13162193698949826,0.12612864842164206,0.072583467487926087,0.11995332555425904
0.08168028004667445,0.1161895429411353,0.088914819136522757,0.084552390284874365,0.073633372996430316,0.11831971995332556
0.08284714119019837,0.1161895429411353,0.094282380396732784,0.092391684748372643,0.073633372996430316,0.1176196032672112
0.078646441073512249,0.1161895429411353,0.25507584597432903,0.25141737243648071,0.073283404493595578,0.11995332555425904
0.075379229871645276,0.1161895429411353,0.11295215869311552,0.11073003429691328,0.07524322810947015,0.12042007001166861
0.073512252042006995,0.1161895429411353,0.095449241540256705,0.093091621754042134,0.074403303702666762,0.11715285880980163
0.067444574095682608,0.1161895429411353,0.1176196032672112,0.12066913977742003,0.072653461188493029,0.11061843640606768
0.081213535589264876,0.1161895429411353,0.098483080513418905,0.090991810737033663,0.073703366696997272,0.12438739789964995
