svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.06433333333333334,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.12266666666666666,0.06433333333333334,0.064000000000000001,0.06705396514313712,0.06433333333333334,0.11533333333333333,0.06705396514313712,0.11751942325190733
0.066000000000000003,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.12166666666666667,0.066000000000000003,0.066333333333333327,0.06705396514313712,0.066000000000000003,0.12933333333333333,0.06705396514313712,0.11702946734793869
0.069000000000000006,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.12433333333333334,0.069000000000000006,0.06933333333333333,0.06705396514313712,0.069000000000000006,0.115,0.06705396514313712,0.11702946734793869
0.068000000000000005,0.1161895429411353,0.066703996640302368,0.066703996640302368,0.11866666666666667,0.067000000000000004,0.067333333333333328,0.066703996640302368,0.067333333333333328,0.11433333333333333,0.066703996640302368,0.11695947364737173
0.070666666666666669,0.1161895429411353,0.067123958843704062,0.067123958843704062,0.11766666666666667,0.070333333333333331,0.070666666666666669,0.067123958843704062,0.070666666666666669,0.11066666666666666,0.067123958843704062,0.11716945474907259
0.065666666666666665,0.1161895429411353,0.066983971442570164,0.066983971442570164,0.11466666666666667,0.065666666666666665,0.066000000000000003,0.066983971442570164,0.065333333333333327,0.112,0.066983971442570164,0.11702946734793869
0.074333333333333335,0.1161895429411353,0.067823895849373553,0.067823895849373553,0.13333333333333333,0.074333333333333335,0.075333333333333335,0.067823895849373553,0.074333333333333335,0.126,0.067823895849373553,0.11674949254567089
0.070333333333333331,0.1161895429411353,0.066843984041436266,0.066843984041436266,0.111,0.070333333333333331,0.070333333333333331,0.066843984041436266,0.070333333333333331,0.107,0.066843984041436266,0.11653951144397004
0.070999999999999994,0.1161895429411353,0.066773990340869324,0.066773990340869324,0.114,0.07166666666666667,0.070666666666666669,0.066773990340869324,0.071333333333333332,0.12533333333333332,0.066773990340869324,0.11639952404283614
0.089666666666666672,0.1161895429411353,0.067193952544271018,0.067193952544271018,0.14366666666666666,0.089999999999999997,0.089666666666666672,0.067193952544271018,0.089333333333333334,0.13500000000000001,0.067193952544271018,0.11989920907118359
