GS svm: c = 0.5,Naive Classifier Test,GS Naive Bayes,GS Naive Bayes Test,GS svm: c = 0.5 Test,Naive Classifier
0.076225045372050812,0.1161895429411353,0.15063520871143377,0.14460698537131658,0.072863442290193883,0.12056002074150894
0.079077002851957484,0.1161895429411353,0.086855068706248373,0.084062434380905715,0.073703366696997272,0.11770806326160228
0.084003111226341715,0.1161895429411353,0.18174747212859735,0.17015468607825296,0.073563379295863374,0.1236712470832253
0.082447498055483542,0.1161895429411353,0.1545242416385792,0.15972562469377757,0.073143417092461679,0.11433756805807622
0.081151153746435056,0.1161895429411353,0.29115893181228936,0.29460348568628825,0.073493385595296418,0.11718952553798288
0.078817733990147784,0.1161895429411353,0.22945294270158154,0.21684048435640793,0.072723454889059985,0.11900440757065077
0.078817733990147784,0.1161895429411353,0.094892403422348975,0.090151886330230274,0.073073423391894723,0.11770806326160228
0.077780658542908998,0.1161895429411353,0.095670210007778062,0.088891999720025192,0.073493385595296418,0.12237490277417683
0.073891625615763554,0.1161895429411353,0.29012185636505056,0.29551340379365859,0.073563379295863374,0.11304122374902774
0.072854550168524754,0.1161895429411353,0.26834327197303603,0.27087562119409253,0.075803177714005743,0.11330049261083744
