svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.064039408866995079,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.123930515945035,0.063780140005185379,0.063780140005185379,0.06705396514313712,0.064298677728804765,0.11770806326160228,0.06705396514313712,0.11653951144397004
0.070780399274047182,0.1161895429411353,0.066703996640302368,0.066703996640302368,0.12185636505055743,0.071039668135856882,0.070521130412237495,0.066703996640302368,0.071298936997666582,0.12652320456313196,0.066703996640302368,0.11730944215020649
0.065595022037853251,0.1161895429411353,0.066843984041436266,0.066843984041436266,0.11822660098522167,0.065595022037853251,0.065335753176043551,0.066843984041436266,0.065076484314233865,0.11433756805807622,0.066843984041436266,0.1164695177434031
0.070002592688618095,0.1161895429411353,0.066913977742003222,0.066913977742003222,0.1164117189525538,0.070261861550427795,0.069743323826808395,0.066913977742003222,0.070261861550427795,0.10992999740731138,0.066913977742003222,0.1164695177434031
0.068706248379569609,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.12263417163598651,0.069224786103189009,0.068446979517759923,0.06705396514313712,0.068706248379569609,0.11511537464350531,0.06705396514313712,0.11667949884510394
0.070521130412237495,0.1161895429411353,0.066634002939735426,0.066634002939735426,0.11952294529427016,0.070521130412237495,0.070002592688618095,0.066634002939735426,0.070521130412237495,0.11537464350531501,0.066634002939735426,0.11674949254567089
0.069484054964998709,0.1161895429411353,0.067193952544271018,0.067193952544271018,0.11407829919626652,0.069484054964998709,0.068965517241379309,0.067193952544271018,0.069484054964998709,0.12159709618874773,0.067193952544271018,0.11625953664170224
0.082966035779102928,0.1161895429411353,0.066913977742003222,0.066913977742003222,0.13481980814104227,0.083225304640912628,0.082706766917293228,0.066913977742003222,0.083225304640912628,0.12704174228675136,0.066913977742003222,0.11681948624623784
0.070521130412237495,0.1161895429411353,0.06635402813746763,0.06635402813746763,0.11407829919626652,0.069743323826808395,0.069743323826808395,0.06635402813746763,0.070002592688618095,0.1161524500907441,0.06635402813746763,0.11709946104850563
0.064298677728804765,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.1166709878143635,0.064557946590614465,0.063780140005185379,0.06705396514313712,0.064557946590614465,0.11744879439979258,0.06705396514313712,0.11709946104850563
