svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.07476635514018691,0.1161895429411353,0.068943795058444737,0.068943795058444737,0.14018691588785046,0.072429906542056069,0.072429906542056069,0.068943795058444737,0.072429906542056069,0.14719626168224298,0.068943795058444737,0.11716945474907259
0.060747663551401869,0.1161895429411353,0.071113599776020164,0.071113599776020164,0.10514018691588785,0.058411214953271028,0.058411214953271028,0.071113599776020164,0.060747663551401869,0.1191588785046729,0.071113599776020164,0.11688947994680479
0.056074766355140186,0.1161895429411353,0.07069363757261847,0.07069363757261847,0.12850467289719625,0.053738317757009345,0.056074766355140186,0.07069363757261847,0.053738317757009345,0.10747663551401869,0.07069363757261847,0.11702946734793869
0.070093457943925228,0.1161895429411353,0.070623643872051514,0.070623643872051514,0.11682242990654206,0.07476635514018691,0.067757009345794386,0.070623643872051514,0.072429906542056069,0.10747663551401869,0.070623643872051514,0.11667949884510394
0.081775700934579434,0.1161895429411353,0.070833624973752368,0.070833624973752368,0.12850467289719625,0.081775700934579434,0.077102803738317752,0.070833624973752368,0.079439252336448593,0.1191588785046729,0.070833624973752368,0.11576958073773361
0.056074766355140186,0.1161895429411353,0.069713725764681184,0.069713725764681184,0.11682242990654206,0.056074766355140186,0.056074766355140186,0.069713725764681184,0.056074766355140186,0.0911214953271028,0.069713725764681184,0.11758941695247428
0.070093457943925228,0.1161895429411353,0.07020368166864982,0.07020368166864982,0.11448598130841121,0.070093457943925228,0.067757009345794386,0.07020368166864982,0.070093457943925228,0.11682242990654206,0.07020368166864982,0.11625953664170224
0.088785046728971959,0.1161895429411353,0.070763631273185412,0.070763631273185412,0.12616822429906541,0.088785046728971959,0.086448598130841117,0.070763631273185412,0.088785046728971959,0.13317757009345793,0.070763631273185412,0.11562959333659971
0.058411214953271028,0.1161895429411353,0.071253587177154062,0.071253587177154062,0.13084112149532709,0.063084112149532703,0.058411214953271028,0.071253587177154062,0.058411214953271028,0.1191588785046729,0.071253587177154062,0.11744942955134038
0.060747663551401869,0.1161895429411353,0.070413662770350674,0.070413662770350674,0.1191588785046729,0.060747663551401869,0.063084112149532703,0.070413662770350674,0.060747663551401869,0.11214953271028037,0.070413662770350674,0.11744942955134038
