svm: c = 0.25,nb,svm: c = 0.75,svm: c = 0.50,svm: c = 1.0
0.075262543757292882,0.12077012835472578,0.074679113185530915,0.074679113185530915,0.074679113185530915
0.068844807467911315,0.12310385064177364,0.070595099183197202,0.070011668611435235,0.070011668611435235
0.066511085180863475,0.1277712952158693,0.065344224037339554,0.066511085180863475,0.065344224037339554
0.074679113185530915,0.12368728121353559,0.074095682613768962,0.074095682613768962,0.074095682613768962
0.067677946324387395,0.12252042007001167,0.067094515752625442,0.067677946324387395,0.067094515752625442
0.059509918319719954,0.10735122520420071,0.059509918319719954,0.059509918319719954,0.059509918319719954
0.074679113185530915,0.11960326721120186,0.074679113185530915,0.074679113185530915,0.074679113185530915
0.073512252042006995,0.12018669778296383,0.072928821470245042,0.072928821470245042,0.072928821470245042
0.07817969661610269,0.14527421236872812,0.078763127187864643,0.07817969661610269,0.078763127187864643
0.070011668611435235,0.12718786464410736,0.072345390898483075,0.070595099183197202,0.071178529754959155
