svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.064425770308123242,0.1161895429411353,0.067473927346538815,0.067473927346538815,0.1265172735760971,0.064425770308123242,0.063958916900093365,0.067473927346538815,0.064425770308123242,0.11998132586367881,0.067473927346538815,0.11590956813886751
0.064892623716153133,0.1161895429411353,0.06726394624483796,0.06726394624483796,0.12418300653594772,0.064892623716153133,0.063025210084033612,0.06726394624483796,0.064892623716153133,0.11484593837535013,0.06726394624483796,0.119339259466648
0.071895424836601302,0.1161895429411353,0.066843984041436266,0.066843984041436266,0.12558356676003735,0.072362278244631192,0.071428571428571425,0.066843984041436266,0.071428571428571425,0.13211951447245565,0.066843984041436266,0.11667949884510394
0.070961718020541548,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.12138188608776844,0.070961718020541548,0.070961718020541548,0.06705396514313712,0.070494864612511671,0.11671335200746966,0.06705396514313712,0.11681948624623784
0.059757236227824466,0.1161895429411353,0.06726394624483796,0.06726394624483796,0.1111111111111111,0.059290382819794582,0.059757236227824466,0.06726394624483796,0.059290382819794582,0.10877684407096172,0.06726394624483796,0.116609505144537
0.075163398692810454,0.1161895429411353,0.067333939945404916,0.067333939945404916,0.12698412698412698,0.075163398692810454,0.075163398692810454,0.067333939945404916,0.075163398692810454,0.11764705882352941,0.067333939945404916,0.11667949884510394
0.066760037348272641,0.1161895429411353,0.066913977742003222,0.066913977742003222,0.11251167133520075,0.066760037348272641,0.066293183940242764,0.066913977742003222,0.066760037348272641,0.10784313725490197,0.066913977742003222,0.116609505144537
0.067226890756302518,0.1161895429411353,0.066983971442570164,0.066983971442570164,0.1157796451914099,0.067226890756302518,0.067226890756302518,0.066983971442570164,0.067226890756302518,0.11297852474323063,0.066983971442570164,0.11667949884510394
0.070961718020541548,0.1161895429411353,0.06726394624483796,0.06726394624483796,0.12698412698412698,0.069561157796451917,0.070494864612511671,0.06726394624483796,0.070028011204481794,0.11904761904761904,0.06726394624483796,0.11716945474907259
0.071428571428571425,0.1161895429411353,0.06705396514313712,0.06705396514313712,0.12978524743230627,0.071895424836601302,0.070494864612511671,0.06705396514313712,0.071428571428571425,0.12278244631185807,0.06705396514313712,0.11681948624623784
