svm: c = 0.25,nb,svm: c = 0.75,svm: c = 0.50,svm: c = 1.0
0.073045507584597436,0.12298716452742124,0.072812135355892649,0.072812135355892649,0.072578763127187862
0.069311551925320888,0.12322053675612601,0.069544924154025675,0.069544924154025675,0.069544924154025675
0.067444574095682608,0.11341890315052509,0.067677946324387395,0.067677946324387395,0.067677946324387395
0.074445740956826142,0.13325554259043174,0.074212368728121356,0.074445740956826142,0.073978996499416569
0.066977829638273048,0.1234539089848308,0.067444574095682608,0.067211201866977835,0.067677946324387395
0.072112018669778302,0.11365227537922987,0.071878646441073515,0.072345390898483075,0.071878646441073515
0.072112018669778302,0.11668611435239207,0.072812135355892649,0.072578763127187862,0.072812135355892649
0.068611435239206528,0.11691948658109685,0.068844807467911315,0.068844807467911315,0.068844807467911315
0.072112018669778302,0.12205367561260209,0.072112018669778302,0.072112018669778302,0.071878646441073515
0.066744457409568261,0.11505250875145857,0.067211201866977835,0.066977829638273048,0.066977829638273048
