svm: c = 0.50,Naive Classifier Test,svm: c = 0.50 Test,svm: c = 1.0 Test,Naive Bayes (L1 features),svm: c = 1.0,svm: c = 0.25,svm: c = 0.75 Test,svm: c = 0.75,Naive Classifier,svm: c = 0.25 Test,Naive Bayes (L1 features) Test
0.061843640606767794,0.1161895429411353,0.067193952544271018,0.067193952544271018,0.12407623492804357,0.061843640606767794,0.062232594321275765,0.067193952544271018,0.061843640606767794,0.11513029949436017,0.067193952544271018,0.11744942955134038
0.064955270322831576,0.1161895429411353,0.067123958843704062,0.067123958843704062,0.12252042007001167,0.065344224037339554,0.064955270322831576,0.067123958843704062,0.065344224037339554,0.13107740178918709,0.067123958843704062,0.11751942325190733
0.071956437183975111,0.1161895429411353,0.067333939945404916,0.067333939945404916,0.12446518864255153,0.071567483469467133,0.071956437183975111,0.067333939945404916,0.071956437183975111,0.12018669778296383,0.067333939945404916,0.11737943585077343
0.061843640606767794,0.1161895429411353,0.06726394624483796,0.06726394624483796,0.11357448463632827,0.062621548035783736,0.061843640606767794,0.06726394624483796,0.062232594321275765,0.10890704006223259,0.06726394624483796,0.11737943585077343
0.073512252042006995,0.1161895429411353,0.066983971442570164,0.066983971442570164,0.12913263321664722,0.074290159471022951,0.073512252042006995,0.066983971442570164,0.074290159471022951,0.11668611435239207,0.066983971442570164,0.12003919647231749
0.068844807467911315,0.1161895429411353,0.06656400923916847,0.06656400923916847,0.11357448463632827,0.068844807467911315,0.068455853753403351,0.06656400923916847,0.068844807467911315,0.11085180863477247,0.06656400923916847,0.11744942955134038
0.062621548035783736,0.1161895429411353,0.067123958843704062,0.067123958843704062,0.11590820692337611,0.063399455464799692,0.063399455464799692,0.067123958843704062,0.063788409179307656,0.11007390120575651,0.067123958843704062,0.11716945474907259
0.074290159471022951,0.1161895429411353,0.067683908448239655,0.067683908448239655,0.13496693893426681,0.073901205756514973,0.074679113185530915,0.067683908448239655,0.074290159471022951,0.12718786464410736,0.067683908448239655,0.11758941695247428
0.069622714896927271,0.1161895429411353,0.067543921047105757,0.067543921047105757,0.11046285492026449,0.069233761182419293,0.069233761182419293,0.067543921047105757,0.070011668611435235,0.10851808634772463,0.067543921047105757,0.11730944215020649
0.072734344612991053,0.1161895429411353,0.066983971442570164,0.066983971442570164,0.11046285492026449,0.072345390898483075,0.072734344612991053,0.066983971442570164,0.072345390898483075,0.12485414235705951,0.066983971442570164,0.11625953664170224
